Genus_Level	G1_1.d0	G1_1.ep	G1_10.d0	G1_10.ep	G1_11.d0	G1_11.ep	G1_12.d0	G1_12.ep	G1_2.d0	G1_2.ep	G1_4.d0	G1_4.ep	G1_6.d0	G1_6.ep	G1_8.d0	G1_8.ep	G2_1.d0	G2_1.ep	G2_11.d0	G2_11.ep	G2_12.d0	G2_12.ep	G2_3.d0	G2_3.ep	G2_4.d0	G2_4.ep	G2_6.d0	G2_6.ep	G2_7.d0	G2_7.ep	G2_8.d0	G2_8.ep	G3_1.d0	G3_1.ep	G3_10.d0	G3_10.ep	G3_11.d0	G3_11.ep	G3_12.d0	G3_12.ep	G3_2.d0	G3_2.ep	G3_3.d0	G3_3.ep	G3_7.d0	G3_7.ep	G3_9.d0	G3_9.ep	G4_1.d0	G4_1.ep	G4_10.d0	G4_10.ep	G4_11.d0	G4_11.ep	G4_12.d0	G4_12.ep	G4_4.d0	G4_4.ep	G4_5.d0	G4_5.ep	G4_6.d0	G4_6.ep	G4_7.d0	G4_7.ep	G5_1.d0	G5_1.ep	G5_10.d0	G5_10.ep	G5_12.d0	G5_12.ep	G5_2.d0	G5_2.ep	G5_4.d0	G5_4.ep	G5_6.d0	G5_6.ep	G5_8.d0	G5_8.ep	G5_9.d0	G5_9.ep	G6_1.d0	G6_1.ep	G6_11.d0	G6_11.ep	G6_12.d0	G6_12.ep	G6_3.d0	G6_3.ep	G6_4.d0	G6_4.ep	G6_6.d0	G6_6.ep	G6_8.d0	G6_8.ep	G6_9.d0	G6_9.ep
d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	20.0	25.0	14.0	27.0	19.0	38.0	0.0	0.0	12.0	29.0	17.0	37.0	9.0	21.0	31.0	25.0	11.0	59.0	18.0	0.0	20.0	17.0	10.0	59.0	36.0	61.0	34.0	56.0	0.0	8.0	0.0	0.0	18.0	11.0	0.0	30.0	17.0	13.0	12.0	0.0	32.0	5.0	11.0	0.0	0.0	14.0	11.0	0.0	12.0	12111.0	0.0	210.0	0.0	0.0	21.0	0.0	12.0	28026.0	9.0	19555.0	16.0	5448.0	0.0	9.0	12.0	0.0	28.0	0.0	0.0	0.0	16.0	0.0	0.0	18.0	16.0	19.0	26.0	34.0	19.0	34.0	0.0	0.0	29.0	19.0	26.0	22.0	25.0	23.0	24.0	0.0	19.0	0.0	38.0	14.0	23.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	7.0	6.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridiaceae	0.0	0.0	0.0	0.0	21.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	254.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	160.0	0.0	0.0	0.0	0.0	0.0	405.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium	0.0	40.0	0.0	421.0	10.0	51.0	0.0	0.0	4.0	7.0	0.0	7.0	36.0	0.0	9.0	0.0	11.0	0.0	6.0	0.0	0.0	16.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	10.0	0.0	67.0	0.0	12.0	928.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0	4.0	0.0	46.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelotrichaceae_UCG-003	8.0	9.0	0.0	12.0	17.0	0.0	0.0	0.0	0.0	13.0	12.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	0.0	13.0	13.0	0.0	10.0	13.0	0.0	22.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	14.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	16.0	0.0	0.0	0.0	17.0	6.0	0.0	3.0	13.0	0.0	0.0	3.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__UCG-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae	3.0	16.0	0.0	15.0	0.0	26.0	0.0	0.0	0.0	47.0	0.0	18.0	3.0	3.0	0.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae	13.0	4.0	0.0	7.0	5.0	34.0	8.0	0.0	9.0	24.0	0.0	5.0	7.0	10.0	0.0	4.0	0.0	0.0	3.0	0.0	17.0	9.0	6.0	0.0	28.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	16.0	10.0	7.0	0.0	21.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	20.0	3.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	12.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	254.0	0.0	25.0	0.0	9.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum	47.0	0.0	0.0	0.0	9.0	18.0	5.0	0.0	110.0	0.0	16.0	8.0	7.0	6.0	0.0	3.0	19.0	8.0	0.0	0.0	0.0	4.0	122.0	0.0	25.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	780.0	5.0	1138.0	0.0	0.0	40.0	0.0	0.0	50.0	0.0	545.0	0.0	313.0	99.0	0.0	0.0	4.0	0.0	46.0	0.0	0.0	0.0	19.0	0.0	45.0	260.0	274.0	22.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	15.0	0.0	13.0	0.0	188.0	0.0	0.0	0.0	55.0	0.0	5.0	0.0	0.0	0.0	9.0	4.0	2.0	14.0	3.0	61.0	0.0	163.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella	0.0	26.0	0.0	21.0	0.0	42.0	0.0	0.0	0.0	21.0	0.0	29.0	0.0	22.0	0.0	0.0	0.0	29.0	24.0	24.0	15.0	22.0	0.0	13.0	29.0	43.0	22.0	37.0	0.0	0.0	0.0	11.0	11.0	16.0	16.0	26.0	26.0	0.0	0.0	0.0	27.0	7.0	13.0	0.0	0.0	0.0	15.0	10.0	0.0	0.0	0.0	0.0	13.0	17.0	16.0	0.0	0.0	0.0	21.0	14.0	32.0	12.0	10.0	9.0	0.0	6.0	0.0	0.0	24.0	0.0	21.0	0.0	16.0	0.0	16.0	0.0	31.0	23.0	12.0	0.0	0.0	13.0	20.0	59.0	28.0	16.0	25.0	0.0	34.0	0.0	28.0	0.0	27.0	46.0	29.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter	87.0	93.0	49.0	108.0	150.0	166.0	0.0	0.0	100.0	128.0	109.0	158.0	11.0	129.0	161.0	139.0	0.0	257.0	131.0	79.0	0.0	0.0	79.0	187.0	146.0	310.0	123.0	351.0	0.0	21.0	0.0	69.0	71.0	0.0	94.0	71.0	115.0	68.0	77.0	49.0	136.0	0.0	0.0	53.0	74.0	73.0	56.0	41.0	62.0	32.0	0.0	50.0	57.0	4254.0	109.0	4048.0	78.0	49.0	48.0	53.0	127.0	75.0	0.0	58.0	40.0	0.0	114.0	52504.0	200.0	75526.0	90.0	31.0	72.0	610.0	67.0	170.0	105.0	199.0	76.0	69144.0	0.0	0.0	0.0	98.0	154.0	508.0	121.0	76.0	139.0	85.0	112.0	0.0	139.0	88.0	124.0	40.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured	44.0	77.0	48.0	36.0	28.0	26.0	76.0	0.0	56.0	69.0	26.0	47.0	16.0	19.0	37.0	62.0	22.0	69.0	17.0	5.0	30.0	8.0	35.0	0.0	34.0	12.0	31.0	0.0	0.0	0.0	7.0	2.0	12.0	106.0	6.0	23.0	17.0	0.0	26.0	190.0	35.0	0.0	14.0	42.0	6.0	15.0	10.0	0.0	13.0	0.0	13.0	0.0	13.0	23.0	27.0	0.0	23.0	0.0	32.0	0.0	6.0	4.0	17.0	0.0	18.0	23.0	107.0	2.0	48.0	4.0	29.0	0.0	13.0	0.0	35.0	0.0	12.0	13.0	61.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	48.0	0.0	35.0	2.0	216.0	0.0	73.0	0.0	24.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.0	121.0	38.0	0.0	114.0	123.0	25.0	0.0	74.0	117.0	76.0	138.0	41.0	128.0	70.0	168.0	101.0	176.0	104.0	95.0	67.0	96.0	58.0	233.0	0.0	300.0	78.0	232.0	0.0	17.0	14.0	0.0	69.0	41.0	82.0	123.0	102.0	55.0	0.0	59.0	115.0	0.0	0.0	41.0	62.0	0.0	53.0	60.0	0.0	4626.0	21.0	3188.0	40.0	5211.0	60.0	4746.0	69.0	3302.0	58.0	5527.0	111.0	3889.0	0.0	1891.0	52.0	28944.0	100.0	1532.0	105.0	4683.0	78.0	12851.0	51.0	36909.0	63.0	97520.0	93.0	23273.0	70.0	8100.0	0.0	61.0	0.0	87.0	106.0	129.0	109.0	68.0	143.0	80.0	109.0	0.0	113.0	0.0	72.0	43.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	462.0	796.0	88.0	1420.0	662.0	2022.0	808.0	0.0	626.0	882.0	762.0	711.0	889.0	982.0	1961.0	883.0	936.0	235530.0	1149.0	90393.0	719.0	61184.0	1271.0	206989.0	1142.0	320703.0	817.0	167766.0	14.0	9019.0	213.0	25546.0	273.0	109.0	576.0	927.0	3746.0	323.0	758.0	580.0	4626.0	126.0	370.0	240.0	369.0	321.0	691.0	583.0	548.0	3776.0	614.0	2671.0	645.0	6659.0	522.0	9027.0	337.0	4957.0	358.0	16581.0	1089.0	4354.0	643.0	6643.0	758.0	4140.0	764.0	803.0	509.0	3274.0	820.0	1133.0	761.0	45869.0	853.0	13986.0	2176.0	29645.0	422.0	724.0	144.0	27200.0	109.0	85007.0	721.0	50944.0	494.0	31638.0	1172.0	81839.0	1168.0	2721.0	1363.0	93244.0	1722.0	26187.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus	37.0	55.0	29.0	90.0	70.0	103.0	20.0	0.0	40.0	50.0	53.0	69.0	0.0	84.0	96.0	99.0	76.0	129.0	73.0	38.0	43.0	56.0	48.0	0.0	95.0	158.0	53.0	202.0	19.0	13.0	13.0	0.0	39.0	22.0	40.0	76.0	41.0	29.0	49.0	0.0	87.0	848.0	30.0	44.0	43.0	45.0	28.0	0.0	0.0	487.0	15.0	167.0	28.0	92.0	96.0	49.0	31.0	3442.0	27.0	2918.0	49.0	2953.0	0.0	315.0	34.0	39.0	66.0	3937.0	267.0	33967.0	37.0	347.0	43.0	38.0	52.0	53.0	0.0	162971.0	47.0	114008.0	0.0	0.0	82.0	38.0	109.0	216.0	66.0	38.0	81.0	41.0	84.0	0.0	77.0	41.0	59.0	20.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	113.0	0.0	27.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2851.0	0.0	20811.0	0.0	251.0	20.0	0.0	0.0	13790.0	13.0	2112.0	0.0	210.0	0.0	9709.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39	773.0	4630.0	593.0	2631.0	929.0	5547.0	629.0	0.0	1570.0	6647.0	756.0	1606.0	343.0	1432.0	394.0	200.0	781.0	50.0	580.0	0.0	1185.0	237.0	1043.0	16.0	737.0	39.0	1084.0	0.0	0.0	0.0	259.0	4.0	309.0	0.0	741.0	2.0	1059.0	2.0	960.0	0.0	606.0	0.0	466.0	0.0	514.0	0.0	849.0	0.0	119.0	0.0	422.0	0.0	492.0	2.0	1989.0	0.0	217.0	3.0	476.0	0.0	621.0	105.0	496.0	0.0	645.0	45.0	841.0	0.0	497.0	0.0	302.0	0.0	235.0	7.0	878.0	116.0	1062.0	231.0	428.0	0.0	0.0	36.0	836.0	0.0	1674.0	0.0	218.0	0.0	1622.0	12.0	1360.0	0.0	1305.0	9.0	427.0	0.0
