Antibiotics	Condition	GO term	name	genes	gene names	GO significance	correlation	correlation_pbs	corrlation_abx	distance	"""log(distance)"""	mean variance between samples	distance_all	distance_pbs	mean variance between samples all mice	mean variance between samples pbs	size	p-value correlation	random correlation	std correlation	median t-test p-value	t-test less than 5%	normalized fold change	median zscore diff	enhanced?	relative size	MWU	MWU less than 5%	fdr GO significance	fdr correlation	fdr median t-test
Met	PO	GO:0006412_enh	['metabolic process', 'cellular process']:translation	['ENSMUSG00000022370', 'ENSMUSG00000028085', 'ENSMUSG00000040354', 'ENSMUSG00000028898']	['Mrpl13', 'Gatb', 'Mars1', 'Trnau1ap']	0.8815754660078507	0.6631701631701631	0.4857142857142857	0.5523809523809523	0.6963210530629552	-0.6536863221618218	1.379483700789402	0.6356540366502591	0.574987020237563	1.7585213926611685	0.8333333333333334	4	0.009499999999999953	0.11778192723553062	0.19629626474379056	0.009774537862444156	True	1.5168112637411884	1.6762156813924727	True	0.014492753623188406	0.0358912408565694	True	0.925855512245688		
Met	PO	GO:0001666_enh	response to stimulus:response to hypoxia	['ENSMUSG00000059654', 'ENSMUSG00000038418', 'ENSMUSG00000029249', 'ENSMUSG00000032259']	['Reg1', 'Egr1', 'Rest', 'Drd2']	0.15933588083597505	0.5107081059678908	0.00952380952380949	0.2957247389844881	2.2896336120442577	0.6071432588544119	6.008937935398306	1.5232399891188084	0.7568463661933592	6.9368444417083825	0.8333333333333334	4	0.0418451282051282	0.11778192723553062	0.19629626474379056	0.0013684557642123978	True	3.8936902113826406	3.3993475583278934	True	0.020942408376963352	0.021045916327623895	True	0.35839269938566204		
Met	PO	GO:0001666_supp	response to stimulus:response to hypoxia	['ENSMUSG00000026641', 'ENSMUSG00000035086', 'ENSMUSG00000031443', 'ENSMUSG00000039910']	['Usf1', 'Becn1', 'F7', 'Cited2']	0.15933588083597505	0.6252888220531109	0.038095238095238106	0.5168579740880763	0.8239241680979656	-0.37576584193915513	1.4330567345910135	0.7706961868226925	0.717468205547419	2.333451186744121	0.8333333333333334	4	0.0029917031779738146	0.089639908816977	0.1666573727292208	0.0014817727005578623	True	-2.1561457497787195	-2.068633919014147	False	0.020942408376963352	0.019044074622863637	True	0.35839269938566204		
Met	PO	GO:0009410_enh	response to stimulus:response to xenobiotic stimulus	['ENSMUSG00000021549', 'ENSMUSG00000024529', 'ENSMUSG00000011960', 'ENSMUSG00000032259']	['Rasa1', 'Lox', 'Ccnt1', 'Drd2']	0.7856556367942596	0.5326340326340326	-0.009523809523809526	0.4857142857142857	1.2499882294072164	0.004056600872639972	3.1791359891699975	1.0028157783352907	0.755643327263365	3.347041705668072	0.8333333333333334	4	0.035599999999999965	0.11778192723553062	0.19629626474379056	0.004834625868661887	True	2.010559103036109	1.942104557215844	True	0.014336917562724014	0.024944951830692577	True	0.8584360877086922		
Met	PO	GO:0009410_supp	response to stimulus:response to xenobiotic stimulus	['ENSMUSG00000035086', 'ENSMUSG00000021575']	['Becn1', 'Ahrr']	0.7856556367942596	0.24475524475524477	0.14285714285714285	-0.7714285714285715	0.6341850525516891	-0.8589177736263954	0.711252124964618	0.5513660057328728	0.4685469589140565	1.2623792484322118	0.8333333333333334	2	0.3571428571428571	0.08626254564076498	0.37652547078652177	0.002741256860299686	True	-1.9070455888226565	-1.3998461308698769	False	0.007168458781362007	0.032683265953553024	True	0.8584360877086922		
Met	PO	GO:0014070_enh	response to stimulus:response to organic cyclic compound	['ENSMUSG00000059654', 'ENSMUSG00000020804']	['Reg1', 'Aanat']	0.7714163782320962	0.2877664710146268	-0.7589709258986453	-0.06160411036336975	2.170747493176389	0.5301191874284055	0.331131765722825	1.4440484898375312	0.7173494864986735	4.389273468321376	0.8333333333333333	2	0.37405871653067724	0.12008804403311282	0.4136591932442499	1.4696027618391318e-07	True	3.469477486285338	3.2428411919243914	True	0.0136986301369863	0.020313842321760815	True	0.8555884890249627		
Met	PO	GO:0001701_enh	['developmental process', 'multicellular organismal process']:in utero embryonic development	['ENSMUSG00000031536', 'ENSMUSG00000059040', 'ENSMUSG00000034390', 'ENSMUSG00000035569']	['Polb', 'Eno1b', 'Cmip', 'Ankrd11']	0.4118579623064389	0.40447422165971164	0.3193500382685131	-0.08571428571428573	0.7945182959012532	-0.49682496819208544	0.8970578168664409	0.7086646702238263	0.6228110445463995	1.3817105135773735	0.8333333333333335	4	0.09363824723770964	0.11778192723553062	0.19629626474379056	0.002540797010603847	True	1.4711262074511215	1.5088619675600081	True	0.013745704467353952	0.05061840986479074	False	0.5954134081254275		
Met	PO	GO:0001701_supp	['developmental process', 'multicellular organismal process']:in utero embryonic development	['ENSMUSG00000033282', 'ENSMUSG00000039910', 'ENSMUSG00000026923', 'ENSMUSG00000021932', 'ENSMUSG00000038151']	['Rpgrip1l', 'Cited2', 'Notch1', 'Rnaseh2b', 'Prdm1']	0.4118579623064389	0.4258741258741258	0.14285714285714285	-0.1542857142857143	1.192168540908735	-0.05148261966021277	1.6190507825310683	0.964944171518605	0.737719802128475	2.2187102020781624	0.8333333333333334	5	0.016108261875823482	0.09056357520127085	0.1335218211952625	0.00013332144407912413	True	-2.120675241779853	-1.8760549252957976	False	0.01718213058419244	0.02802538395451889	True	0.5954134081254275		
Met	PO	GO:0045471_enh	response to stimulus:response to ethanol	['ENSMUSG00000031536', 'ENSMUSG00000032259']	['Polb', 'Drd2']	0.6418609643079691	0.5804195804195804	-0.02857142857142857	0.7714285714285715	1.3271986054154814	-0.014279743785522683	4.572229085624619	0.9901508594854205	0.6531031135553599	4.417384604064728	0.8333333333333334	2	0.14990000000000003	0.12008804403311282	0.4136591932442499	0.018653271799343674	True	2.139693145082657	2.3424238389520875	True	0.01680672268907563	0.019837990021453856	True	0.7688959468272547		
Met	PO	GO:0031100_supp	developmental process:animal organ regeneration	['ENSMUSG00000023830', 'ENSMUSG00000031443', 'ENSMUSG00000026923']	['Igf2r', 'F7', 'Notch1']	0.12098204211806529	0.6195246476258834	0.10476190476190476	0.25053891009740453	0.9815445509538355	-0.29946738740243684	2.10324362493463	0.8125523181779598	0.6435600854020839	3.1647577124224013	0.8333333333333334	3	0.015387650067213876	0.08930561667384301	0.22758180113363752	0.002259618163791009	True	-2.8490688187230173	-2.500655760924252	False	0.06818181818181818	0.01717249542107751	True	0.3393398742335978		
