NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	Details ...	70	-0.6582223	-3.0784478	0.0	0.0	0.0	4378	tags=69%, list=22%, signal=88%	
GOBP_TRANSLATION_AT_SYNAPSE	GOBP_TRANSLATION_AT_SYNAPSE	Details ...	48	-0.707296	-3.0454051	0.0	0.0	0.0	3588	tags=71%, list=18%, signal=86%	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	Details ...	61	-0.5853246	-2.6362522	0.0	0.0	0.0	4408	tags=64%, list=22%, signal=82%	
GOBP_OXIDATIVE_PHOSPHORYLATION	GOBP_OXIDATIVE_PHOSPHORYLATION	Details ...	142	-0.5134116	-2.629754	0.0	0.0	0.0	3882	tags=53%, list=20%, signal=65%	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	77	-0.54803264	-2.6085517	0.0	0.0	0.0	2596	tags=47%, list=13%, signal=54%	
GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN	GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN	Details ...	63	-0.53488195	-2.436911	0.0	8.5901025E-5	0.001	4417	tags=62%, list=22%, signal=79%	
GOBP_ATP_BIOSYNTHETIC_PROCESS	GOBP_ATP_BIOSYNTHETIC_PROCESS	Details ...	98	-0.4887511	-2.4021866	0.0	1.4819884E-4	0.002	3868	tags=50%, list=20%, signal=62%	
GOBP_ELECTRON_TRANSPORT_CHAIN	GOBP_ELECTRON_TRANSPORT_CHAIN	Details ...	108	-0.47774827	-2.3790486	0.0	3.1690358E-4	0.005	2596	tags=42%, list=13%, signal=48%	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	Details ...	100	-0.46110675	-2.3484693	0.0	4.438819E-4	0.008	4408	tags=54%, list=22%, signal=69%	
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION	Details ...	188	-0.43540826	-2.3141422	0.0	6.4697466E-4	0.013	3910	tags=47%, list=20%, signal=58%	
