NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_TRANSLATION_AT_SYNAPSE	GOBP_TRANSLATION_AT_SYNAPSE	Details ...	48	-0.74967664	-3.0402048	0.0	0.0	0.0	4809	tags=96%, list=24%, signal=126%	
GOBP_SPINDLE_CHECKPOINT_SIGNALING	GOBP_SPINDLE_CHECKPOINT_SIGNALING	Details ...	53	-0.6403451	-2.6819277	0.0	0.0	0.0	1952	tags=43%, list=10%, signal=48%	
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	Details ...	47	-0.63702804	-2.608923	0.0	0.0	0.0	1556	tags=43%, list=8%, signal=46%	
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	Details ...	80	-0.5834756	-2.6047432	0.0	0.0	0.0	2360	tags=41%, list=12%, signal=47%	
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	Details ...	61	-0.60808474	-2.592045	0.0	0.0	0.0	2360	tags=41%, list=12%, signal=46%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	103	-0.5493033	-2.5868402	0.0	0.0	0.0	4160	tags=50%, list=21%, signal=62%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS	Details ...	311	-0.4572705	-2.5547829	0.0	0.0	0.0	5336	tags=50%, list=27%, signal=67%	
GOBP_CYTOPLASMIC_TRANSLATION	GOBP_CYTOPLASMIC_TRANSLATION	Details ...	149	-0.5072369	-2.5491173	0.0	0.0	0.0	4975	tags=62%, list=25%, signal=83%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	Details ...	24	-0.72609514	-2.5265539	0.0	0.0	0.0	2865	tags=63%, list=14%, signal=73%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	56	-0.5912434	-2.516363	0.0	0.0	0.0	2360	tags=43%, list=12%, signal=49%	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	Details ...	65	-0.5594609	-2.4669468	0.0	0.0	0.0	2791	tags=45%, list=14%, signal=52%	
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	Details ...	34	-0.66267836	-2.4625828	0.0	0.0	0.0	588	tags=29%, list=3%, signal=30%	
GOBP_RRNA_PROCESSING	GOBP_RRNA_PROCESSING	Details ...	214	-0.461415	-2.4169433	0.0	6.1123734E-5	0.001	5336	tags=50%, list=27%, signal=67%	
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	Details ...	20	-0.71673703	-2.4115024	0.0	5.675775E-5	0.001	1556	tags=55%, list=8%, signal=60%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	28	-0.67229474	-2.400799	0.0	1.0348389E-4	0.002	1556	tags=46%, list=8%, signal=50%	
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	177	-0.46297097	-2.395856	0.0	9.701615E-5	0.002	1604	tags=29%, list=8%, signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	96	-0.5029085	-2.3527424	0.0	1.8311905E-4	0.004	3549	tags=40%, list=18%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	Details ...	18	-0.7358164	-2.34248	0.0	2.160666E-4	0.005	1556	tags=44%, list=8%, signal=48%	
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	Details ...	110	-0.48510742	-2.3404956	0.0	2.0469468E-4	0.005	4626	tags=54%, list=23%, signal=70%	
GOBP_CENTROMERE_COMPLEX_ASSEMBLY	GOBP_CENTROMERE_COMPLEX_ASSEMBLY	Details ...	27	-0.6517515	-2.285327	0.0	7.79026E-4	0.019	1664	tags=44%, list=8%, signal=48%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		68	-0.5202492	-2.2837234	0.0	7.8001246E-4	0.02	4760	tags=50%, list=24%, signal=66%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS		424	-0.3993687	-2.2623186	0.0	0.0011059693	0.028	6015	tags=51%, list=30%, signal=72%	
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GOBP_MEIOTIC_CHROMOSOME_SEGREGATION		93	-0.4786318	-2.234311	0.0	0.0015659402	0.043	2143	tags=31%, list=11%, signal=35%	
GOBP_GLUTATHIONE_METABOLIC_PROCESS	GOBP_GLUTATHIONE_METABOLIC_PROCESS		62	-0.5162418	-2.2311952	0.0	0.0015006927	0.043	3195	tags=42%, list=16%, signal=50%	
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM		78	-0.4891198	-2.2234147	0.0	0.0015652288	0.047	4626	tags=49%, list=23%, signal=63%	
GOBP_RRNA_METABOLIC_PROCESS	GOBP_RRNA_METABOLIC_PROCESS		248	-0.40780696	-2.2219744	0.0	0.0015632967	0.049	5344	tags=46%, list=27%, signal=63%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION		29	-0.5983915	-2.2144244	0.0	0.0016810563	0.055	1556	tags=41%, list=8%, signal=45%	
GOBP_PYROPTOSIS	GOBP_PYROPTOSIS		40	-0.54285735	-2.1704335	0.0	0.0027634508	0.091	4022	tags=50%, list=20%, signal=63%	
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM	GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM		80	-0.47826272	-2.145023	0.0	0.0036159588	0.124	4626	tags=48%, list=23%, signal=62%	
GOBP_RIBOSOME_ASSEMBLY	GOBP_RIBOSOME_ASSEMBLY		61	-0.49675238	-2.1420603	0.0	0.0037035015	0.132	4160	tags=48%, list=21%, signal=60%	
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		34	-0.5634033	-2.1347892	0.0	0.0039379634	0.142	4575	tags=47%, list=23%, signal=61%	
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE		85	-0.47351122	-2.1346798	0.0	0.0038389764	0.143	4626	tags=52%, list=23%, signal=67%	
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE		23	-0.6373051	-2.13285	0.0	0.00377012	0.144	1556	tags=43%, list=8%, signal=47%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION		303	-0.38132268	-2.1143017	0.0	0.004605152	0.179	2157	tags=25%, list=11%, signal=28%	
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT	GOBP_METAPHASE_CHROMOSOME_ALIGNMENT		94	-0.4572785	-2.0955856	0.0	0.0053468747	0.212	1786	tags=31%, list=9%, signal=34%	
