NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	Details ...	261	0.49932805	2.392477	0.0	0.0	0.0	4627	tags=50%, list=23%, signal=65%	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	Details ...	15	0.8644623	2.3893185	0.0	0.0	0.0	1458	tags=80%, list=7%, signal=86%	
GOBP_CELLULAR_RESPONSE_TO_VIRUS	GOBP_CELLULAR_RESPONSE_TO_VIRUS	Details ...	47	0.64116716	2.3716824	0.0	0.0	0.0	3193	tags=49%, list=16%, signal=58%	
GOBP_POSITIVE_T_CELL_SELECTION	GOBP_POSITIVE_T_CELL_SELECTION	Details ...	44	0.65326643	2.3411613	0.0	0.0	0.0	2259	tags=57%, list=11%, signal=64%	
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	Details ...	176	0.50800854	2.3269708	0.0	0.0	0.0	3405	tags=43%, list=17%, signal=51%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	Details ...	29	0.70081455	2.3168807	0.0	0.0	0.0	1598	tags=55%, list=8%, signal=60%	
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	Details ...	37	0.65810925	2.3028007	0.0	0.0	0.0	3931	tags=59%, list=20%, signal=74%	
GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA	Details ...	67	0.5799592	2.2915068	0.0	0.0	0.0	3358	tags=45%, list=17%, signal=54%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	Details ...	316	0.47320467	2.2872066	0.0	0.0	0.0	4627	tags=46%, list=23%, signal=59%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	Details ...	263	0.47747618	2.2784426	0.0	0.0	0.0	4400	tags=44%, list=22%, signal=56%	
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_ALPHA_BETA_T_CELL_ACTIVATION	Details ...	193	0.48975065	2.277676	0.0	0.0	0.0	4677	tags=50%, list=24%, signal=65%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	114	0.53223586	2.2771692	0.0	0.0	0.0	2183	tags=39%, list=11%, signal=43%	
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	Details ...	144	0.5134965	2.2731965	0.0	0.0	0.0	4106	tags=48%, list=21%, signal=60%	
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	Details ...	45	0.62887377	2.2727299	0.0	0.0	0.0	3385	tags=47%, list=17%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	Details ...	35	0.6630412	2.2713902	0.0	0.0	0.0	2018	tags=51%, list=10%, signal=57%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	Details ...	21	0.74711704	2.2615545	0.0	0.0	0.0	1598	tags=62%, list=8%, signal=67%	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	Details ...	493	0.44657877	2.2513344	0.0	0.0	0.0	4627	tags=44%, list=23%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	Details ...	306	0.4630405	2.2471828	0.0	0.0	0.0	4627	tags=46%, list=23%, signal=60%	
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	56	0.5881716	2.2411764	0.0	0.0	0.0	5694	tags=71%, list=29%, signal=100%	
GOBP_REGULATION_OF_B_CELL_ACTIVATION	GOBP_REGULATION_OF_B_CELL_ACTIVATION	Details ...	138	0.5020121	2.2320988	0.0	0.0	0.0	3385	tags=41%, list=17%, signal=49%	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		47	0.60696065	2.22793	0.0	0.0	0.0	2018	tags=45%, list=10%, signal=50%	
GOBP_DENDRITIC_CELL_CHEMOTAXIS	GOBP_DENDRITIC_CELL_CHEMOTAXIS		20	0.7389246	2.2238667	0.0	0.0	0.0	1458	tags=55%, list=7%, signal=59%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		66	0.5640376	2.222394	0.0	0.0	0.0	3385	tags=48%, list=17%, signal=58%	
GOBP_T_CELL_SELECTION	GOBP_T_CELL_SELECTION		60	0.5766721	2.2194989	0.0	0.0	0.0	2259	tags=47%, list=11%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION		373	0.44607362	2.1991405	0.0	4.5278266E-5	0.001	4627	tags=44%, list=23%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION		137	0.49389148	2.1931176	0.0	8.6967164E-5	0.002	4627	tags=49%, list=23%, signal=63%	
GOBP_T_CELL_DIFFERENTIATION	GOBP_T_CELL_DIFFERENTIATION		331	0.4503427	2.186901	0.0	1.6778996E-4	0.004	4702	tags=46%, list=24%, signal=59%	
GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT	GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT		16	0.75977683	2.1681998	0.0	2.8292814E-4	0.007	2259	tags=69%, list=11%, signal=78%	
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		199	0.46610728	2.166699	0.0	2.73172E-4	0.007	3366	tags=40%, list=17%, signal=47%	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		134	0.4956367	2.1643062	0.0	2.6406627E-4	0.007	4677	tags=50%, list=24%, signal=65%	
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY		134	0.48923668	2.1530964	0.0	3.2857002E-4	0.009	4143	tags=44%, list=21%, signal=55%	
