NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RIG_I_SIGNALING_PATHWAY	GOBP_RIG_I_SIGNALING_PATHWAY	Details ...	26	0.7432838	2.5800188	0.0	0.0	0.0	1791	tags=54%, list=9%, signal=59%	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	Details ...	471	0.4611745	2.5661213	0.0	0.0	0.0	5724	tags=56%, list=29%, signal=78%	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME	GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME	Details ...	31	0.70685816	2.4786248	0.0	0.0	0.0	2595	tags=48%, list=13%, signal=56%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	Details ...	99	0.5388016	2.4730701	0.0	0.0	0.0	2205	tags=38%, list=11%, signal=43%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	Details ...	195	0.46591157	2.3704755	0.0	0.0	0.0	5509	tags=57%, list=28%, signal=79%	
GOBP_TYPE_I_INTERFERON_PRODUCTION	GOBP_TYPE_I_INTERFERON_PRODUCTION	Details ...	139	0.4778028	2.3668149	0.0	0.0	0.0	2745	tags=34%, list=14%, signal=39%	
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	Details ...	53	0.5871515	2.3657904	0.0	0.0	0.0	2524	tags=36%, list=13%, signal=41%	
GOBP_VACUOLAR_TRANSPORT	GOBP_VACUOLAR_TRANSPORT	Details ...	164	0.4743384	2.34247	0.0	0.0	0.0	4628	tags=43%, list=23%, signal=55%	
GOBP_REGULATION_OF_VIRAL_PROCESS	GOBP_REGULATION_OF_VIRAL_PROCESS	Details ...	166	0.4641477	2.3234253	0.0	1.5654018E-4	0.001	3533	tags=37%, list=18%, signal=45%	
GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA	Details ...	67	0.5472029	2.3223562	0.0	1.4088616E-4	0.001	2704	tags=42%, list=14%, signal=48%	
GOBP_AUTOPHAGOSOME_ORGANIZATION	GOBP_AUTOPHAGOSOME_ORGANIZATION	Details ...	132	0.47267812	2.290866	0.0	1.2807832E-4	0.001	2919	tags=33%, list=15%, signal=38%	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	Details ...	71	0.5262168	2.2880247	0.0	1.1740513E-4	0.001	4549	tags=46%, list=23%, signal=60%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	53	0.56375265	2.284841	0.0	1.0837396E-4	0.001	2205	tags=43%, list=11%, signal=49%	
GOBP_MACROAUTOPHAGY	GOBP_MACROAUTOPHAGY	Details ...	293	0.42795354	2.2800903	0.0	1.0063297E-4	0.001	3151	tags=31%, list=16%, signal=36%	
GOBP_INTERFERON_BETA_PRODUCTION	GOBP_INTERFERON_BETA_PRODUCTION	Details ...	71	0.522816	2.2796683	0.0	2.800028E-4	0.003	2732	tags=38%, list=14%, signal=44%	
GOBP_VIRAL_BUDDING	GOBP_VIRAL_BUDDING	Details ...	18	0.7232467	2.2792697	0.0	2.6250264E-4	0.003	4336	tags=72%, list=22%, signal=92%	
GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	Details ...	18	0.73531044	2.2792184	0.0	2.470613E-4	0.003	1791	tags=56%, list=9%, signal=61%	
GOBP_LYSOSOMAL_TRANSPORT	GOBP_LYSOSOMAL_TRANSPORT	Details ...	127	0.47842768	2.2732372	0.0	2.3333567E-4	0.003	4549	tags=43%, list=23%, signal=55%	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	Details ...	50	0.56567585	2.271639	0.0	2.2105484E-4	0.003	2524	tags=44%, list=13%, signal=50%	
GOBP_VIRAL_RELEASE_FROM_HOST_CELL	GOBP_VIRAL_RELEASE_FROM_HOST_CELL	Details ...	24	0.6746417	2.267941	0.0	2.8108302E-4	0.004	4126	tags=67%, list=21%, signal=84%	
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY		80	0.5086486	2.2655497	0.0	2.676981E-4	0.004	4130	tags=51%, list=21%, signal=65%	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION		45	0.570616	2.246171	0.0	4.4781718E-4	0.007	1791	tags=33%, list=9%, signal=37%	
GOBP_REGULATION_OF_RIBONUCLEASE_ACTIVITY	GOBP_REGULATION_OF_RIBONUCLEASE_ACTIVITY		15	0.77115846	2.2448988	0.0	4.2834686E-4	0.007	1027	tags=60%, list=5%, signal=63%	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON		70	0.51912695	2.2419012	0.0	4.1049908E-4	0.007	4071	tags=50%, list=21%, signal=63%	
