NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	Details ...	471	-0.57521814	-2.860247	0.0	0.0	0.0	3113	tags=41%, list=16%, signal=48%	
GOBP_RESPONSE_TO_PHEROMONE	GOBP_RESPONSE_TO_PHEROMONE	Details ...	64	-0.7205601	-2.8403952	0.0	0.0	0.0	3028	tags=59%, list=15%, signal=70%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	Details ...	195	-0.5742472	-2.6771235	0.0	0.0	0.0	3761	tags=47%, list=19%, signal=58%	
GOBP_TRANSLATION_AT_SYNAPSE	GOBP_TRANSLATION_AT_SYNAPSE	Details ...	48	-0.71154135	-2.5993278	0.0	0.0	0.0	4760	tags=88%, list=24%, signal=115%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS	GOBP_DETECTION_OF_CHEMICAL_STIMULUS	Details ...	244	-0.5224519	-2.4835484	0.0	0.0	0.0	3761	tags=43%, list=19%, signal=52%	
GOBP_DETECTION_OF_STIMULUS	GOBP_DETECTION_OF_STIMULUS	Details ...	383	-0.44376203	-2.1916907	0.0	9.837366E-4	0.012	3782	tags=35%, list=19%, signal=43%	
GOBP_CYTOPLASMIC_TRANSLATION	GOBP_CYTOPLASMIC_TRANSLATION	Details ...	149	-0.44786614	-1.9943517	0.0	0.0289913	0.334	5346	tags=58%, list=27%, signal=79%	
GOBP_XENOBIOTIC_METABOLIC_PROCESS	GOBP_XENOBIOTIC_METABOLIC_PROCESS	Details ...	91	-0.4637018	-1.9123864	0.0	0.071891345	0.695	6067	tags=55%, list=31%, signal=79%	
GOBP_EPOXYGENASE_P450_PATHWAY	GOBP_EPOXYGENASE_P450_PATHWAY	Details ...	16	-0.6444049	-1.854123	0.0	0.13665082	0.924	2689	tags=44%, list=14%, signal=51%	
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	Details ...	17	-0.6114402	-1.8013486	0.0050251256	0.23039085	0.991	6047	tags=71%, list=31%, signal=102%	
GOBP_CHROMOSOME_CONDENSATION	GOBP_CHROMOSOME_CONDENSATION	Details ...	38	-0.5119632	-1.7841418	0.0	0.25198987	0.996	4896	tags=47%, list=25%, signal=63%	
