NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	Details ...	126	-0.50076807	-2.309604	0.0	8.5887645E-4	0.001	5540	tags=60%, list=28%, signal=83%	
GOBP_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GOBP_EXCITATORY_POSTSYNAPTIC_POTENTIAL	Details ...	90	-0.52479905	-2.303092	0.0	4.2943822E-4	0.001	5105	tags=59%, list=26%, signal=79%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	Details ...	90	-0.52214295	-2.2960489	0.0	5.5874715E-4	0.002	4486	tags=48%, list=23%, signal=62%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	Details ...	43	-0.6008188	-2.254131	0.0	0.0014535589	0.007	4893	tags=65%, list=25%, signal=86%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	Details ...	123	-0.48198414	-2.2184298	0.0	0.0016613302	0.01	5241	tags=56%, list=27%, signal=76%	
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	GOBP_TRANSMISSION_OF_NERVE_IMPULSE	Details ...	98	-0.50855386	-2.2155638	0.0	0.0013844419	0.01	5158	tags=59%, list=26%, signal=80%	
GOBP_NEUROTRANSMITTER_SECRETION	GOBP_NEUROTRANSMITTER_SECRETION	Details ...	173	-0.45524502	-2.2152092	0.0	0.0011866644	0.01	5524	tags=58%, list=28%, signal=80%	
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	Details ...	111	-0.4841035	-2.2112775	0.0	0.0010383314	0.01	5540	tags=57%, list=28%, signal=78%	
GOBP_MOTILE_CILIUM_ASSEMBLY	GOBP_MOTILE_CILIUM_ASSEMBLY	Details ...	71	-0.5309724	-2.1981983	0.0	0.0011990936	0.013	4379	tags=46%, list=22%, signal=59%	
GOBP_FEEDING_BEHAVIOR	GOBP_FEEDING_BEHAVIOR	Details ...	116	-0.47917253	-2.1820362	0.0	0.0014944859	0.018	5658	tags=51%, list=29%, signal=71%	
