NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_TRANSLATION_AT_SYNAPSE	GOBP_TRANSLATION_AT_SYNAPSE	Details ...	48	-0.59005696	-2.3359814	0.0	0.0020147148	0.002	5305	tags=81%, list=27%, signal=111%	
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	Details ...	34	-0.6058648	-2.2349675	0.0	0.009922477	0.02	908	tags=32%, list=5%, signal=34%	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	Details ...	471	-0.3998407	-2.2121747	0.0	0.011629855	0.034	4131	tags=38%, list=21%, signal=47%	
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	Details ...	85	-0.50489056	-2.187228	0.0	0.010973489	0.043	4527	tags=55%, list=23%, signal=71%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	Details ...	195	-0.43286183	-2.1721997	0.0	0.010382045	0.05	4238	tags=39%, list=21%, signal=50%	
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	Details ...	110	-0.4641497	-2.142058	0.0	0.012176448	0.07	3736	tags=43%, list=19%, signal=52%	
GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA	Details ...	67	-0.49207506	-2.0556946	0.0	0.03777573	0.234	4055	tags=46%, list=21%, signal=58%	
GOBP_RESPONSE_TO_PHEROMONE	GOBP_RESPONSE_TO_PHEROMONE	Details ...	64	-0.48257264	-2.0377495	0.0	0.040519428	0.285	3558	tags=38%, list=18%, signal=46%	
GOBP_HUMORAL_IMMUNE_RESPONSE	GOBP_HUMORAL_IMMUNE_RESPONSE	Details ...	191	-0.39650217	-2.0002978	0.0	0.053579602	0.398	4544	tags=42%, list=23%, signal=55%	
GOBP_STEROL_BIOSYNTHETIC_PROCESS	GOBP_STEROL_BIOSYNTHETIC_PROCESS	Details ...	60	-0.47768936	-1.9957994	0.0	0.051414218	0.421	1410	tags=27%, list=7%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	53	-0.4879297	-1.9738456	0.0	0.058492392	0.493	4055	tags=49%, list=21%, signal=62%	
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	Details ...	16	-0.66042626	-1.9702576	0.002444988	0.055533834	0.502	2358	tags=50%, list=12%, signal=57%	
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	Details ...	78	-0.4586705	-1.9671389	0.0	0.05326326	0.516	3736	tags=44%, list=19%, signal=54%	
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM	GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM	Details ...	80	-0.44622615	-1.9355153	0.0	0.06949106	0.625	3736	tags=43%, list=19%, signal=52%	
GOBP_CELL_KILLING	GOBP_CELL_KILLING	Details ...	219	-0.37933668	-1.9289863	0.0	0.06984323	0.652	4590	tags=42%, list=23%, signal=54%	
GOBP_DETECTION_OF_CHEMICAL_STIMULUS	GOBP_DETECTION_OF_CHEMICAL_STIMULUS	Details ...	244	-0.37938583	-1.9254689	0.0	0.06828707	0.667	3987	tags=35%, list=20%, signal=43%	
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS	GOBP_TERPENOID_BIOSYNTHETIC_PROCESS	Details ...	19	-0.61115706	-1.9056882	0.0	0.08072832	0.757	2696	tags=42%, list=14%, signal=49%	
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	Details ...	32	-0.52182835	-1.885629	0.0	0.0934312	0.829	3259	tags=44%, list=16%, signal=52%	
