NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_VIRAL_RELEASE_FROM_HOST_CELL	GOBP_VIRAL_RELEASE_FROM_HOST_CELL	Details ...	24	0.73803186	2.3964367	0.0	0.0	0.0	2793	tags=67%, list=14%, signal=78%	
GOBP_ENDOSOMAL_TRANSPORT	GOBP_ENDOSOMAL_TRANSPORT	Details ...	278	0.48429942	2.396087	0.0	0.0	0.0	5090	tags=47%, list=26%, signal=63%	
GOBP_VIRAL_BUDDING	GOBP_VIRAL_BUDDING	Details ...	18	0.791609	2.372358	0.0	0.0	0.0	1368	tags=56%, list=7%, signal=60%	
GOBP_VIRION_ASSEMBLY	GOBP_VIRION_ASSEMBLY	Details ...	26	0.7283596	2.3554606	0.0	0.0	0.0	1909	tags=50%, list=10%, signal=55%	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	Details ...	71	0.5706153	2.3403323	0.0	0.0	0.0	3721	tags=45%, list=19%, signal=55%	
GOBP_ENDOSOME_ORGANIZATION	GOBP_ENDOSOME_ORGANIZATION	Details ...	70	0.5805596	2.336727	0.0	2.0570013E-4	0.001	5432	tags=59%, list=27%, signal=80%	
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	Details ...	15	0.81259733	2.2969964	0.0	3.5961322E-4	0.002	1335	tags=53%, list=7%, signal=57%	
GOBP_LYSOSOMAL_TRANSPORT	GOBP_LYSOSOMAL_TRANSPORT	Details ...	127	0.5121822	2.2924592	0.0	4.7512556E-4	0.003	4600	tags=44%, list=23%, signal=57%	
GOBP_VACUOLAR_TRANSPORT	GOBP_VACUOLAR_TRANSPORT	Details ...	164	0.49861297	2.284694	0.0	7.031984E-4	0.005	5465	tags=50%, list=28%, signal=69%	
GOBP_MACROAUTOPHAGY	GOBP_MACROAUTOPHAGY	Details ...	293	0.46152404	2.2805212	0.0	6.3287857E-4	0.005	4601	tags=42%, list=23%, signal=53%	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	Details ...	17	0.77426696	2.2414405	0.0	0.0010374126	0.009	1368	tags=53%, list=7%, signal=57%	
GOBP_MEMBRANE_FISSION	GOBP_MEMBRANE_FISSION	Details ...	32	0.6439423	2.2079165	0.0	0.0020150987	0.019	5036	tags=66%, list=25%, signal=88%	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	Details ...	35	0.61746174	2.167307	0.0	0.002352639	0.024	3665	tags=49%, list=19%, signal=60%	
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	Details ...	25	0.66604877	2.1666038	0.0	0.0022749337	0.025	2797	tags=52%, list=14%, signal=60%	
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	Details ...	71	0.5312788	2.1553245	0.0	0.0024655676	0.029	3607	tags=39%, list=18%, signal=48%	
